10000 29917
Sommets du graphe
3191 8932 0.403298
3191 7496 0.467983
3191 7374 0.052265
3191 7216 0.449567
3191 5495 0.556392
3191 6719 0.596369
3192 8711 0.828338
3192 4396 0.599164
3192 4535 0.381113
3193 9208 0.224754
3193 8227 0.243474
3193 6802 0.687510
3193 5698 0.264905
3193 5153 0.599575
3193 7119 0.277233
3194 6645 0.695790
3194 6741 0.222543
3195 9001 0.524533
3195 6731 0.172274
3195 5234 0.982342
3195 5566 0.469460
3195 5849 0.178865
3195 8529 0.453095
3196 9765 0.096604
3196 3881 0.544038
3196 8255 0.741785
3197 9292 0.350305
3197 9442 0.444713
3197 6424 0.019390
3197 8625 0.500417
3198 4609 0.308826
3198 3448 0.161698
3198 6209 0.191453
3198 9426 0.615074
3199 9684 0.368219
3199 6984 0.570987
3199 4426 0.477829
3199 6193 0.175414
3199 7741 0.589686
3199 8001 0.128915
3200 9077 0.593790
3200 8313 0.409558
3200 3243 0.703397
3200 6287 0.296716
3201 9110 0.211230
3201 4112 0.391155
3202 8321 0.892514
3202 6409 0.425545
3202 5926 0.352743
3202 7146 0.569486
3203 5570 0.480604
3203 4848 0.383660
3203 9483 0.328807
3203 7446 0.295729
3204 9685 0.815606
3204 8129 0.363930
3204 7739 0.285850
3204 6067 0.051005
3204 9652 0.414591
3205 9669 0.079599
3205 9460 0.657199
3205 9564 0.814484
3206 9804 0.831589
3206 4785 0.907576
3206 8542 0.675853
3206 4331 0.171833
3207 7991 0.288139
3207 5202 0.585422
3207 3288 0.685028
3207 7480 0.805803
3208 8736 0.564546
3208 7559 0.276179
3208 9904 0.608694
3208 8306 0.195307
3209 7106 0.106601
3209 4112 0.658290
3209 8708 0.771696
3210 8460 0.674844
3210 3650 0.348810
3211 6427 0.948589
3211 3314 0.191180
3211 7068 0.642381
3212 9395 0.662574
3212 5185 0.242370
3212 6149 0.463899
3212 9735 0.611323
3212 7513 0.655729
3212 6255 0.817518
3213 5980 0.922903
3214 9552 0.547564
3214 6646 0.784059
3214 3934 0.262870
3214 9507 0.198404
3214 7148 0.370650
3214 5441 0.218891
3215 8989 0.500929
3215 8883 0.450412
3215 6872 0.253575
3215 6090 0.713399
3215 3486 0.541739
3215 6018 0.240705
3215 5296 0.659075
3215 6634 0.613849
3216 9444 0.497145
3216 8837 0.353282
3216 6136 0.682103
3216 3298 0.721053
3217 9162 0.540142
3217 5167 0.927544
3217 9821 0.626217
3218 8142 0.772255
3218 3939 0.737622
3218 3709 0.373547
3218 5401 0.422399
3218 4195 0.351965
3219 4115 0.867643
3219 5229 0.518633
3220 6368 0.733759
3220 7786 0.368266
3220 5289 0.434989
3221 9976 0.917626
3221 5640 0.364027
3221 5593 0.751317
3221 4250 0.332413
3221 3844 0.900769
3221 8586 0.387687
3221 7639 0.567251
3222 9427 0.588188
3222 7857 0.887879
3222 3350 0.469519
3223 6715 0.596451
3223 5017 0.801851
3223 3227 0.817905
3223 9961 0.882777
3224 9691 0.481066
3224 9496 0.441427
3224 8050 0.433831
3224 7110 0.804180
3224 4952 0.458561
3224 5671 0.374366
3225 9961 0.874759
3225 7567 0.248375
3225 5508 0.701985
3225 7935 0.642345
3225 7841 0.965264
3225 3845 0.795217
3226 8301 0.496240
3226 6500 0.984002
3226 6164 0.779169
3226 6232 0.488506
3226 3732 0.916032
3227 6103 0.319156
3227 5758 0.760590
3227 3996 0.225096
3227 5167 0.995020
3227 3687 0.728832
3228 6885 0.410684
3228 8413 0.459419
3229 7657 0.553076
3229 4057 0.557629
3229 3626 0.148710
3229 8857 0.244113
3229 8122 0.384965
3230 8384 0.115821
3230 6315 0.265071
3230 8130 0.286929
3231 8050 0.160330
3231 5082 0.546991
3231 4100 0.306734
3231 5155 0.459212
3231 5606 0.312498
3232 8378 0.484928
3233 4206 0.298418
3233 3693 0.612755
3233 5774 0.334434
3233 3768 0.989556
3233 8322 0.765508
3234 6740 0.932354
3234 5771 0.759899
3234 7434 0.504063
3234 6875 0.447035
3235 8159 0.424216
3235 7474 0.258133
3235 8093 0.623875
3235 9748 0.647370
3235 8035 0.785169
3236 7016 0.409960
3236 4452 0.175357
3236 6560 0.383301
3236 3315 0.755151
3237 4278 0.888018
3237 3688 0.208957
3237 4075 0.393834
3237 7737 0.698113
3238 9136 0.348778
3238 6977 0.142405
3238 5528 0.291711
3238 4693 0.171385
3238 8708 0.529208
3238 7313 0.273675
3238 8317 0.135536
3239 4824 0.717679
3239 5109 0.518270
3239 7345 0.195142
3240 7152 0.647276
3240 7007 0.876405
3240 3565 0.671492
3240 3536 0.775730
3240 4701 0.656366
3240 8593 0.872810
3241 7028 0.462228
3241 3763 0.143494
3241 7290 0.642673
3241 3373 0.585067
3241 9574 0.613923
3242 6164 0.141490
3242 4453 0.677170
3242 4777 0.266364
3242 8981 0.613476
3242 6361 0.582293
3242 3667 0.609505
3243 3790 0.614346
3243 3260 0.471992
3244 6161 0.169352
3244 4955 0.896549
3244 4650 0.746314
3245 8842 0.195914
3245 6162 0.848347
3245 4713 0.895991
3245 5183 0.080665
3245 9275 0.232238
3246 9113 0.854060
3246 6656 1.085861
3246 4623 0.259906
3246 9874 0.537729
3246 9183 0.673804
3246 6374 0.660551
3247 7584 0.427714
3247 3462 0.543373
3247 8567 0.339099
3247 9678 0.261891
3247 4262 0.287371
3247 9988 0.716110
3248 9897 0.786486
3248 8078 0.679281
3248 8495 0.414373
3249 4067 0.661585
3249 6243 0.338381
3249 8916 0.595374
3250 7382 0.423888
3250 6646 0.647881
3250 8670 0.375593
3250 4006 0.760223
3251 6769 0.435206
3251 6720 0.293686
3252 8906 0.153849
3252 7549 0.857910
3252 6689 0.549624
3252 7699 0.202960
3252 5298 0.648233
3253 7550 0.415348
3253 7175 0.646445
3253 4185 0.701024
3253 3283 0.390987
3254 8419 0.438179
3254 6948 0.340140
3254 4998 0.583467
3254 4383 0.064711
3255 9234 0.419873
3255 5870 0.301195
3255 4567 0.338494
3256 5182 0.551734
3256 6912 0.510169
3256 6776 0.789813
3257 8035 0.861256
3257 7988 0.454288
3257 3721 0.714394
3257 7589 0.630255
3257 7990 0.250140
3257 8257 0.641061
3257 7738 0.746551
3258 6272 0.609088
3258 4013 0.476037
3258 9224 0.579514
3259 8957 0.883489
3259 6788 0.618499
3259 5750 0.404117
3259 5053 0.618045
3259 5108 0.546624
3259 6956 0.457819
3259 6316 0.700780
3260 9988 0.789565
3260 7713 0.267002
3260 3921 0.632038
3260 3692 0.512921
3260 3753 0.239993
3260 3310 0.212582
3261 4303 0.862284
3261 5918 0.169436
3261 3846 0.979237
3262 6061 0.686984
3262 6124 0.699635
3263 6146 0.631609
3263 6575 0.170641
3263 5530 0.678954
3264 7333 0.639896
3264 9408 0.669050
3264 9816 0.382940
3264 7024 0.533911
3265 9405 0.355991
3265 8584 0.644116
3265 8322 0.302023
3265 4461 0.204340
3265 3696 0.782292
3265 9014 0.932825
3266 8989 0.554013
3266 8280 0.053526
3267 7562 0.213925
3267 7021 0.432688
3267 3362 0.372427
3267 6698 0.573582
3268 9170 0.626288
3268 9517 0.484037
3268 6934 0.543031
3269 6080 0.714177
3269 4777 0.134338
3269 3954 0.363626
3269 7028 0.342312
3270 8069 0.587136
3270 8064 0.470150
3270 7357 0.775643
3270 7353 0.356575
3270 7295 0.879795
3270 6959 0.429812
3270 4116 0.316177
3270 6825 0.479817
3270 5371 0.342942
3271 6818 0.698857
3271 4742 0.781003
3271 3545 0.236282
3271 7245 0.356744
3272 8878 0.255357
3272 6552 0.150783
3272 4940 0.721342
3272 3483 0.313878
3272 7691 0.530004
3273 4906 0.163950
3273 3751 0.359108
3273 4204 0.284617
3273 5161 0.286548
3273 7153 0.503964
3274 6379 0.517693
3274 6739 0.941219
3274 9190 0.581690
3275 4147 0.454366
3275 5813 0.813996
3276 7226 0.566815
3276 5421 0.451081
3276 7249 0.616344
3276 8472 0.412652
3276 3943 0.407859
3277 6525 0.232300
3278 9729 0.464530
3278 4699 0.844998
3278 6507 0.075284
3279 8000 0.231222
3280 9890 0.028477
3280 9155 0.030630
3280 7212 0.020707
3280 4237 0.886133
3280 4692 0.066150
3280 5580 0.794100
3281 3403 0.824550
3281 5739 0.158383
3281 6740 0.518392
3281 3577 0.365159
3282 4955 0.769786
3282 9454 0.901243
3283 5063 0.839490
3283 8531 0.629638
3283 7349 0.372404
3284 9380 0.828173
3284 7690 0.271349
3284 4725 0.142369
3284 7896 0.178994
3285 6071 0.492235
3285 6333 0.953839
3286 7774 0.549181
3286 6277 0.303774
3286 7996 0.397897
3286 8937 0.401102
3286 6725 0.707043
3287 8115 0.748788
3287 6662 0.712428
3287 5784 0.478667
3287 5306 0.339865
3287 6796 0.170656
3288 9643 0.135000
3288 8964 0.340152
3288 6677 0.265993
3288 4117 0.805985
3288 4043 0.302850
3289 4212 0.433896
3289 8847 0.577750
3289 8789 0.217684
3290 8958 0.503439
3290 7833 0.623564
3290 6197 0.921890
3290 3417 0.465398
3290 8643 0.175957
3291 9353 0.689424
3291 4146 0.576445
3291 3676 0.522092
3291 4788 0.602896
3292 8541 0.413465
3292 7816 0.283132
3292 8812 0.585003
3292 4308 0.605648
3292 5932 0.350967
3293 8087 0.316848
3293 7953 0.859916
3293 5719 0.800664
3293 3744 0.994647
3294 9423 0.539683
3294 3494 1.290822
3294 4888 1.051659
3295 7837 0.698791
3295 9519 0.164855
3296 8176 0.712162
3296 4068 0.570520
3297 7608 0.688291
3298 7466 0.650876
3298 7072 0.809046
3298 3333 0.737065
3299 8110 0.440509
3299 7576 0.332014
3299 4395 0.648317
3299 3805 0.764755
3299 7942 0.406106
3300 7587 0.471553
3300 5130 0.566470
3300 4738 0.898587
3301 3484 0.564427
3301 7889 0.503629
3301 5438 0.920057
3301 8715 0.511321
3302 9831 0.405710
3302 9265 0.772515
3302 8302 0.575852
3302 5895 0.914424
3302 5311 0.821837
3303 8119 0.341028
3303 7985 0.565914
3303 7324 0.815726
3303 4940 0.242137
3303 4913 0.523052
3303 9094 0.394201
3304 9796 0.146032
3304 3843 0.242944
3304 8388 0.581504
3304 8790 0.306002
3305 8607 0.181954
3305 4510 0.139657
3305 4934 0.375542
3305 4482 0.581821
3305 7504 0.161854
3306 8917 0.718702
3306 8102 0.554410
3306 9632 0.215689
3307 3846 0.688890
3307 3415 1.043584
3307 4851 0.447615
3307 9517 0.572822
3308 7826 0.134779
3308 4987 0.725313
3308 6957 0.426099
3308 3547 0.756145
3308 4215 0.538894
3309 3691 0.312354
3309 3660 0.078728
3309 9254 0.271957
3310 3791 0.460868
3310 7768 0.170546
3310 3481 0.594496
3311 7552 0.515229
3311 7131 0.082900
3311 5924 0.321507
3311 7843 0.711456
3311 3413 0.230692
3312 6838 0.172456
3312 5653 0.296667
3312 7051 0.744390
3312 7602 0.372476
3313 9152 0.878689
3313 8318 0.709688
3313 6367 0.514634
3313 5830 0.265530
3313 8328 0.939909
3313 8265 0.528386
3314 3832 0.591189
3314 5867 0.188020
3314 8370 0.506640
3315 8744 0.913993
3315 5429 0.756674
3315 5230 0.772483
3316 7870 0.527460
3316 7047 0.286074
3316 7798 0.750607
3317 6378 0.754339
3317 5814 0.550877
3317 8014 0.731923
3317 6616 0.687386
3318 8210 0.960629
3318 6623 0.656110
3318 6467 0.203231
3318 7442 0.598111
3319 8984 0.540426
3319 7942 0.961463
3319 8760 0.681570
3320 5909 0.505245
3320 4521 0.225187
3320 9173 0.179396
3321 9487 0.521290
3321 7706 0.265596
3321 4084 0.412146
3321 3403 0.366672
3321 7892 0.376225
3322 6194 0.698928
3322 5931 0.805979
3322 5726 0.341601
3322 9262 0.512090
3323 6099 0.453707
3323 4729 0.651449
3323 3696 0.473417
3324 9327 0.664902
3324 8548 0.471763
3324 7274 0.670864
3324 5150 0.436726
3324 5596 0.614007
3324 8240 0.629771
3324 4138 0.543061
3324 3701 0.554072
3325 8602 0.576228
3325 3843 0.405849
3325 8946 0.153145
3325 3367 0.235853
3326 4392 0.303309
3327 8016 0.835024
3327 7582 0.593832
3327 4769 0.162096
3327 6144 0.195393
3327 6480 0.360727
3327 5009 0.387710
3328 7264 0.926537
3328 3937 0.316793
3328 6283 0.550857
3329 7628 0.594605
3329 9391 0.329321
3329 6912 0.332845
3330 8554 0.504255
3330 8133 0.670659
3330 4211 0.447051
3330 8183 0.602209
3331 6264 0.475251
3331 8682 0.672813
3331 5921 0.546927
3331 9441 0.455266
3332 6713 0.190933
3332 7826 0.729746
3333 8407 0.777124
3333 7473 0.654791
3333 4361 0.947103
3333 6331 1.030749
3333 9890 0.216903
3333 9092 0.707493
3334 9021 0.143094
3334 7265 0.417547
3334 7885 0.785820
3334 6488 0.101780
3334 7940 0.150965
3335 3900 0.684773
3335 3338 0.359398
3335 3989 0.604134
3335 6854 0.587427
3336 7509 0.705184
3336 8745 0.707355
3336 3906 0.823994
3336 9928 0.464266
3337 5943 0.336972
3337 3438 0.880411
3338 6404 0.269676
3338 4815 0.215810
3338 8816 0.475981
3339 8062 0.251657
3339 7310 0.523755
3339 6888 0.678389
3339 5821 0.210173
3339 9659 0.781117
3339 6103 0.663268
3340 9227 0.469829
3340 8654 0.034110
3340 7306 0.541183
3340 8396 0.437090
3341 3627 0.041458
3342 4595 0.611390
3342 9882 0.899572
3343 4410 0.099139
3343 6273 0.413448
3343 4839 0.701623
3344 9749 0.644819
3344 8233 0.599619
3345 3740 0.177123
3345 5604 0.698419
3345 5324 0.135182
3345 8337 0.718037
3346 7119 0.510157
3346 6317 0.609444
3346 8608 0.344828
3346 9985 0.399752
3346 5940 0.150096
3346 4545 0.692859
3347 5951 0.482779
3347 3993 0.640971
3348 9353 0.592668
3348 8933 0.286736
3348 8692 0.408999
3348 9279 0.631236
3348 6294 0.796323
3348 7503 0.420803
3349 8421 0.450197
3349 6700 0.338112
3349 7143 0.143366
3349 5067 0.587256
3350 8155 0.320662
3350 9802 0.323849
3351 9147 0.637585
3351 9002 0.650250
3351 3652 0.587560
3351 7180 0.625369
3351 7646 0.778528
3352 8326 0.710119
3352 6761 0.392631
3353 6326 0.682054
3353 3420 0.308888
3353 5869 0.470676
3354 9135 0.545269
3354 7959 0.763092
3354 6960 0.574918
3354 6464 0.227036
3354 4648 0.517632
3354 8974 0.173682
3355 8383 0.404417
3355 8191 0.719014
3355 7521 0.262264
3355 4131 0.255918
3355 3623 0.786169
3356 9867 0.467053
3356 4717 0.546695
3356 4169 0.352597
3356 8317 0.462016
3357 8934 0.720582
3357 6939 0.363378
3357 5276 0.425057
3357 8098 0.258022
3357 7337 0.355828
3358 9392 0.264309
3358 6809 0.687209
3358 3876 0.358484
3358 3586 0.843638
3358 5666 0.359552
3358 6322 0.563589
3359 7785 0.376574
3359 5739 0.576577
3359 9785 0.800887
3360 8891 0.181026
3360 8126 0.122044
3360 5553 0.540910
3361 8024 0.328023
3361 4829 0.727333
3361 4733 0.547224
3362 8618 0.249386
3362 3636 0.073310
3362 5113 0.646428
3363 4652 0.567517
3363 9506 0.191849
3363 8658 0.807007
3363 6359 0.368069
3364 4820 0.054223
3364 3600 0.650201
3364 9614 0.297149
3365 5939 0.474798
3365 3383 0.368113
3366 9526 0.722840
3366 4885 0.395989
3366 4507 0.684825
3366 9820 1.181773
3367 7650 0.438212
3367 6213 0.292856
3367 3462 0.783889
3367 6672 0.490952
3367 3425 0.312008
3368 9341 0.641924
3368 7966 0.387252
3368 7926 0.425022
3368 4183 0.155457
3368 3538 0.492637
3368 8523 0.122876
3368 3764 0.432310
3369 7672 0.760395
3369 6490 0.702864
3369 3772 0.759425
3369 9703 0.424320
3369 4387 0.908839
3370 6773 0.668857
3370 6066 0.696006
3370 6927 0.502487
3371 9220 0.788770
3371 8427 0.572432
3371 8241 0.801461
3371 6806 0.333340
3371 5401 0.786899
3371 8808 0.351647
3371 7173 0.269970
3372 7134 0.719247
3372 5418 0.640144
3373 5256 0.336097
3373 7945 0.050523
3373 6678 0.734943
3374 9848 0.602474
3374 7227 0.153660
3375 9796 0.489631
3375 8814 0.910098
3375 6351 0.887680
3375 5958 0.121218
3375 9292 0.677950
3376 3906 1.032108
3376 9792 1.048608
3376 3905 0.393395
3376 5094 0.363147
3377 8854 0.899485
3377 5421 0.508899
3377 4786 0.743041
3378 5982 0.958982
3378 5258 0.196553
3378 3662 0.192104
3378 6205 0.715009
3378 4384 0.608899
3378 7707 0.783158
3379 5199 0.208235
3379 4959 0.185627
3379 4208 0.899727
3379 6763 0.602146
3380 8493 0.950707
3381 9360 0.620972
3382 9238 0.603463
3382 7951 0.268477
3382 5806 0.533489
3382 4898 0.594667
3382 8656 0.337567
3382 4761 0.624630
3383 6945 0.122216
3384 9355 0.578776
3384 6183 1.037130
3385 8169 0.177684
3385 6370 0.515714
3386 9638 0.529747
3386 6455 0.163194
3386 9339 0.606053
3387 7641 0.571408
3387 6830 0.465473
3387 6321 0.637521
3388 8130 0.606046
3389 7008 0.343324
3389 6434 0.233790
3389 6859 0.515522
3389 5033 0.591920
3390 5691 0.304330
3390 9931 0.846569
3390 9195 0.470055
3390 6728 0.823576
3391 5259 0.496923
3391 8772 0.201108
3391 5107 0.626876
3391 6207 0.433492
3392 8040 0.951193
3392 4214 0.900964
3392 9160 0.843966
3393 8822 0.096111
3393 7695 0.596418
3393 4759 0.604784
3393 3591 0.315709
3393 8497 0.136449
3393 9148 0.106283
3394 5085 0.455130
3394 9436 0.265963
3394 5698 0.134898
3395 6023 0.797342
3395 4542 0.201452
3395 3743 0.447060
3395 3403 0.729426
3395 4269 0.899592
3395 7659 0.681103
3396 6062 0.412839
3396 5966 0.295234
3396 6157 0.450085
3396 3576 0.426479
3397 9889 1.188624
3397 3500 0.444071
3397 4474 0.790661
3398 4310 0.689435
3398 3848 0.529296
3398 8369 0.259183
3398 5989 0.879312
3398 9727 0.132621
3399 9119 0.498255
3399 6810 0.226625
3399 3884 0.575338
3400 8033 0.676165
3400 3745 0.439936
3400 8679 0.282473
3401 9838 0.792162
3401 6903 0.694043
3402 9276 0.718114
3402 8122 0.513212
3402 9143 0.872167
3402 7995 0.816107
3403 8508 0.197990
3403 6714 0.594065
3403 5474 0.442269
3403 5005 0.319855
3404 7682 0.298120
3404 6563 0.228779
3404 8151 0.595695
3404 8152 0.685333
3405 9726 0.575203
3405 8787 0.406869
3405 6794 0.321172
3406 3729 0.616492
3406 7613 0.525772
3406 9951 0.110772
3406 7276 0.881211
3407 9385 0.016593
3407 3742 0.505620
3407 3498 0.868454
3408 6006 0.680629
3408 9934 1.085343
3408 4149 0.807434
3408 5032 0.712891
3409 9620 0.057854
3409 6186 0.883673
3409 7527 0.379953
3410 9822 0.465576
3410 5470 0.268986
3410 5289 0.290643
3410 5144 0.374309
3410 5071 0.361215
3410 9773 0.326217
3410 7187 0.519305
3411 4522 0.100815
3412 5064 0.347064
3412 7916 0.849955
3412 3936 0.526365
3413 9768 0.673394
3413 9085 0.338582
3413 8278 0.507847
3413 8397 0.102845
3414 6246 0.367275
3414 3724 0.195898
3414 5806 0.765812
3414 9599 0.584591
3414 8424 0.308666
3415 8699 0.023767
3415 4541 0.364384
3415 4928 0.208439
3416 4375 0.510620
3416 9109 0.413071
3417 5086 0.581638
3417 4543 0.261113
3418 8312 0.461340
3418 6968 0.948903
3418 8575 0.537761
3418 4234 0.666523
3418 6109 0.464380
3418 3483 0.577240
3419 6479 0.303769
3419 6360 0.265743
3419 9168 0.531098
3419 7840 0.551280
3420 8014 0.114893
3420 7946 0.523301
3421 9647 0.280446
3421 8755 0.263101
3422 7553 0.525227
3422 5911 0.938600
3422 4881 0.243227
3422 4523 0.557571
3422 4697 0.272601
3422 4074 0.921781
3423 4140 1.064731
3423 6995 0.992038
3423 9921 0.670926
3424 8686 0.786646
3424 5472 0.858733
3424 5398 0.487936
3424 7662 0.801984
3424 8498 0.489399
3425 9829 0.086452
3425 7585 0.833880
3425 3502 0.592629
3425 7775 0.163015
3425 7014 0.799305
3426 8581 0.467839
3426 7245 0.609774
3426 5831 0.968743
3426 4876 0.499597
3426 9188 0.496289
3427 7151 0.452225
3427 4149 0.621092
3427 6222 0.244569
3427 8913 0.270249
3427 3917 0.248708
3428 9258 0.798674
3428 6659 0.464524
3428 8828 0.705458
3428 6447 0.126742
3429 9230 0.758425
3429 8341 0.181739
3429 5296 0.533120
3429 7731 0.515751
3430 8795 0.831606
3430 9912 0.705303
3430 9230 0.888888
3431 9520 0.122555
3431 7668 0.273381
3431 6543 0.518611
3431 5772 0.412699
3432 8969 0.667014
3432 6518 0.717437
3432 3957 0.616676
3433 9959 0.782658
3433 5189 0.644971
3433 5037 1.003688
3433 8726 0.668562
3433 8386 0.549819
3434 9956 0.743602
3434 8733 0.942912
3434 6110 0.933218
3434 6472 0.551209
3434 4481 0.860249
3435 5428 0.366911
3435 4283 0.794211
3435 4599 0.976748
3435 7799 0.735960
3436 9652 0.253845
3436 4722 0.385472
3437 8296 0.187156
3437 5117 0.375857
3438 3562 0.497157
3438 3477 0.397998
3438 4913 0.917127
3438 6554 0.469047
3438 5401 0.596470
3439 5054 0.927768
3439 6504 0.764061
3439 9515 0.591175
3440 9488 0.279358
3440 8078 0.462937
3440 6276 0.144113
3441 4412 0.510152
3441 3971 0.819990
3441 7865 0.341740
3442 8970 0.363569
3442 6579 0.219185
3442 4740 0.350462
3442 4627 0.686490
3442 8170 0.368945
3443 7760 0.370860
3443 7307 0.427762
3443 3974 0.235481
3443 5484 0.989014
3444 6307 0.687136
3444 4889 0.416843
3444 8256 0.671808
3444 7521 0.239273
3444 8291 0.439709
3445 8912 0.401062
3445 6750 0.595338
3445 7841 1.054006
3445 3698 0.589109
3446 9301 0.733777
3446 5887 0.677222
3446 4575 0.023742
3446 4023 0.588513
3446 7510 0.693410
3446 5416 0.857148
3447 5173 0.729935
3447 4552 0.362266
3447 4034 0.885451
3447 3535 0.801090
3447 8933 0.762581
3448 4396 0.238918
3448 7664 0.144415
3448 4614 0.431298
3448 3815 0.404946
3449 8899 0.251745
3449 7728 0.227333
3449 4313 0.341124
3449 7270 0.090347
3449 9188 0.306903
3449 7076 0.332022
3450 9781 0.329537
3450 9535 0.667632
3451 7221 0.495043
3451 7905 0.568549
3451 8013 0.243378
3451 5735 0.150112
3452 8091 1.016591
3452 4548 0.824848
3452 3548 0.735066
3452 3731 0.930313
3452 6414 0.364971
3452 4964 0.431398
3453 6702 0.825515
3453 5533 0.433892
3453 3941 0.457970
3453 3816 0.259172
3453 5817 0.556131
3453 7358 0.295435
3453 5042 0.438073
3453 8707 0.482280
3454 7623 0.454136
3454 3553 0.798936
3454 6840 0.428701
3454 6312 0.317765
3454 5889 0.722068
3455 9270 0.458974
3455 9220 0.629548
3455 3700 0.453555
3455 9328 0.778895
3455 5108 0.461478
3456 5155 0.610894
3456 4060 0.286755
3456 7752 0.573316
3456 9980 0.357167
3457 9014 0.255916
3457 6984 0.668923
3457 6097 0.546710
3457 5566 0.502102
3457 6750 0.812154
3457 5094 0.377422
3457 6769 0.431461
3458 8813 0.490116
3458 7568 0.087431
3458 6642 0.696349
3458 6408 0.342172
3458 9428 0.320172
3458 8107 0.637421
3459 8695 0.521129
3460 8147 0.305637
3460 7507 0.500393
3460 7843 0.305350
3460 7217 0.637126
3460 3527 0.133030
3461 5343 0.748121
3461 5183 0.540960
3461 3702 1.061491
3461 4425 1.002784
3461 6981 0.373567
3462 9669 1.192448
3462 8973 0.738647
3463 9615 0.767391
3463 7705 0.142717
3463 9703 0.458929
3463 5689 0.496830
3464 9993 0.327283
3464 7973 0.393441
3464 4526 0.300918
3464 4507 0.245746
3464 3681 0.318758
3464 6033 0.249634
3465 4768 0.404616
3466 9210 0.827023
3466 8876 0.263570
3466 6910 0.344325
3467 7853 0.749231
3467 4985 0.340920
3467 5856 0.199914
3467 3954 0.669384
3468 7987 0.224263
3468 6157 0.724012
3468 5853 0.653775
3468 7056 0.286853
3469 8319 0.890649
3469 4770 0.948126
3470 4162 0.835356
3471 8317 0.834597
3471 4910 0.787649
3471 5498 0.217640
3471 8546 0.853727
3472 6968 0.819434
3472 6526 0.773149
3473 4069 0.584233
3473 5805 0.637477
3473 8534 0.653678
3474 8498 0.390914
3474 7436 0.642123
3474 4670 0.946636
3474 5887 0.739041
3474 3914 0.571722
3475 7211 0.692490
3475 5376 0.583428
3475 5364 0.371387
3475 5730 0.682197
3476 8504 0.323226
3476 7867 0.151650
3476 7244 0.191127
3476 6516 0.451619
3476 5538 0.308000
3476 6125 0.549087
3476 9296 0.058430
3477 9953 0.114146
3477 5278 0.763351
3477 8808 0.386283
3478 5934 1.055904
3478 3861 0.258950
3478 5163 0.144686
3478 5130 0.644130
3479 7385 0.768083
3479 7224 0.697958
3479 7797 0.959339
3480 5146 0.424587
3480 8814 0.396749
3481 4410 0.721166
3481 7312 0.503427
3482 9105 0.313022
3482 8943 0.477360
3482 9837 0.694327
3482 8706 0.653234
3482 5881 0.396570
3483 6497 0.788266
3483 3742 0.503141
3483 9314 0.408123
3484 9585 0.443478
3484 9047 0.281979
3484 6759 0.440245
3484 5403 0.442909
3484 4461 0.154709
3484 5818 1.010451
3484 9525 0.856115
3485 5588 0.087093
3485 9922 0.070514
3485 8716 0.180392
3487 8745 0.229387
3487 7928 0.742718
3487 7143 0.130002
3487 7032 0.232478
3487 4541 0.370157
3487 5997 0.063867
3488 6966 0.346056
3488 8609 0.525354
3488 4611 0.303621
3489 9441 0.692843
3489 3926 0.086453
3489 8243 0.697851
3489 8863 0.964532
3490 9659 0.766780
3490 9241 0.178085
3490 8980 0.554863
3490 7932 0.412963
3490 4671 0.229505
3490 5182 0.317159
3490 6208 0.799803
3491 7014 0.839695
3491 7146 0.544102
3491 8346 0.481738
3492 9537 0.494280
3492 8258 0.537626
3492 6703 0.284900
3492 5452 0.591253
3492 4245 0.328406
3492 3766 0.464467
3492 8024 0.137387
3493 4148 0.403422
3493 9142 0.620043
3493 6603 0.525026
3494 7839 0.673253
3494 3653 0.700278
3494 8145 0.803913
3495 7289 0.908934
3495 4977 0.798011
3495 4622 1.056882
3495 6328 0.882710
3495 4629 0.895911
3495 3656 0.125084
3496 7428 0.666528
3496 7456 0.333078
3496 4816 0.433479
3497 6842 0.736634
3497 3895 0.714096
3497 3919 0.186904
3497 6313 0.702715
3498 9597 0.710962
3498 5749 0.856098
3498 3740 0.912460
3499 9563 0.401730
3499 7344 0.038556
3499 7929 0.358134
3499 7768 0.139089
3500 6012 0.201903
3500 7412 0.513484
3501 9422 0.601204
3501 7588 0.858910
3501 6503 0.929056
3501 7554 0.403021
3502 8558 0.609653
3502 6180 0.446387
3502 6827 0.081140
3502 7969 0.106832
3503 5963 0.183903
3503 6008 0.334162
3503 9060 0.323534
3504 9337 0.168725
3504 8190 0.916202
3504 5949 0.183249
3504 4949 0.578146
3504 4804 0.562054
3504 4317 0.708138
3504 3975 0.421270
3504 8459 0.717686
3504 4215 0.694446
3504 4318 0.895852
3505 7458 0.220137
3505 3622 1.164158
3505 6428 0.096017
3506 8881 0.412629
3506 7845 0.531815
3506 4931 0.638145
3506 3689 0.335267
3506 3556 0.867621
3506 4627 0.950903
3506 9683 0.587988
3506 4620 0.411861
3506 4715 0.316538
3507 7372 0.125300
3507 6348 0.963072
3507 9602 0.679097
3507 6417 0.970685
3507 9858 0.408269
3507 7012 1.264263
3508 9801 0.379644
3508 8627 0.334532
3508 4882 0.447851
3508 7797 0.492525
3508 9808 0.614721
3508 4260 0.388323
3508 4767 0.367286
3509 7010 0.275950
3509 7286 0.882025
3510 8193 0.560270
3510 4896 0.523724
3510 3611 0.210185
3510 5343 0.944746
3511 9197 0.277830
3511 9140 0.789587
3511 7518 0.158221
3512 3982 0.829525
3512 8150 0.452836
3512 9649 1.071822
3513 9545 0.791628
3513 8722 0.583302
3513 8530 0.936170
